flow_id,src2dst_min_length,src2dst_max_length,src2dst_stddev_length,src2dst_mean_length,src2dst_min_time,src2dst_max_time,src2dst_mean_time,src2dst_stddev_time,dst2src_min_length,dst2src_max_length,dst2src_stddev_length,dst2src_mean_length,dst2src_min_time,dst2src_max_time,dst2src_mean_time,dst2src_stddev_time,bidirectional_min_length,bidirectional_max_length,bidirectional_stddev_length,bidirectional_mean_length,bidirectional_min_time,bidirectional_max_time,bidirectional_mean_time,bidirectional_stddev_time,label,type,doh_server
"(('1.1.1.1', 443), ('192.168.20.208', 34182))",1,256,11.929589342024945,108.97101449275362,9.703636169433594e-05,2.012907028198242,1.0281728317498815,0.27549927017737946,26,26427,728.5393117592874,121.39696969696969,9.5367431640625e-07,2.012907028198242,0.5347921790454856,1.4176396688813604,1,26427,590.4648397894229,117.13134328358208,9.5367431640625e-07,2.002124071121216,0.35261875613522564,0.48199488358349135,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34186))",1,256,12.795615903365592,109.65611510791366,6.508827209472656e-05,2.0054900646209717,1.0216868603950962,0.2352498916234445,26,25169,689.3170626250285,120.25317401045557,1.9073486328125e-06,2.0054900646209717,0.5276760515076162,1.3874365036572707,1,25169,559.3584561444642,116.63225172074729,1.9073486328125e-06,2.0021798610687256,0.348770625240628,0.4806434018776184,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34192))",1,256,14.084928865703288,110.10029498525074,6.4849853515625e-05,2.009202003479004,1.0455008743432634,0.2541613689382062,26,3337,119.35114523562596,104.73021853805577,9.5367431640625e-07,2.009202003479004,0.5315112111075792,1.4143088259294176,1,3337,97.47474123241366,106.54613466334165,9.5367431640625e-07,2.002110004425049,0.35319565465588293,0.4838468334175943,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34196))",1,256,12.662490819426063,109.38345864661655,6.389617919921875e-05,2.00573992729187,1.0638111610728573,0.24929620478994413,26,1813,91.89741675661465,102.48929663608563,9.5367431640625e-07,2.00573992729187,0.5389072477315889,1.4222100513452525,1,1813,75.25532140530262,104.81297516472377,9.5367431640625e-07,2.0021750926971436,0.35820010697382215,0.4872862405987532,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34200))",1,256,41.78549707177063,137.6207650273224,3.504753112792969e-05,2.002265214920044,0.7734423938413156,0.4188736303524267,26,17466,650.1258165850812,474.46795235394217,9.5367431640625e-07,2.002265214920044,0.4006291849794507,1.210457815018677,1,17466,551.6970744054928,359.3764002987304,9.5367431640625e-07,2.002265214920044,0.264074093377274,0.4379342872749772,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34212))",1,256,41.67842208771584,134.05131128848348,4.100799560546875e-05,2.002711057662964,0.8092352121932321,0.40962680357497694,26,1411,496.5040527230562,424.8996437054632,9.5367431640625e-07,2.002711057662964,0.4200067612222455,1.2476399079179303,1,1411,426.3112716178151,325.3002733307302,0.0,2.002131938934326,0.2769101741723716,0.4456999098963886,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34218))",1,256,42.74254338533775,139.32108108108108,3.504753112792969e-05,2.0022361278533936,0.7650230932029295,0.41968532520644275,26,46744,1214.2624366399614,494.7027793533749,9.5367431640625e-07,2.0022361278533936,0.4011717963029253,1.2139807125524578,1,46744,998.089320728104,372.4081101190476,9.5367431640625e-07,2.0021419525146484,0.2630745582878701,0.43661786505475875,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34224))",1,256,12.510027449127278,109.17851959361393,7.796287536621094e-05,2.0365500450134277,1.0290964637384858,0.25920148302817553,26,30915,849.2305998505719,124.98643556895253,1.9073486328125e-06,2.0365500450134277,0.5339602654516068,1.411143714872678,1,30915,689.0742279201485,119.58382936507937,1.9073486328125e-06,2.0022079944610596,0.35138854246873125,0.48284534841046634,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34230))",1,256,12.5730796970302,109.43409742120343,6.198883056640625e-05,2.0116829872131348,1.015482665476532,0.26789066784790605,26,1856,92.85293234450825,103.45346239761727,9.5367431640625e-07,2.0116829872131348,0.5259111460559237,1.3868996784263856,1,1856,75.7315077592242,105.49877511024008,9.5367431640625e-07,2.002146005630493,0.3469565773711485,0.4815414567466536,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34234))",1,256,42.447069223418666,138.55859802847755,3.314018249511719e-05,2.006995916366577,0.775349427733505,0.4259631093710967,26,42786,1128.526701274695,489.11337868480723,9.5367431640625e-07,2.006995916366577,0.4005109007495138,1.2140700294544278,1,42786,931.3690207966102,369.5554725438924,-2.86102294921875e-06,2.002122163772583,0.2642446480167999,0.43934448001012016,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34238))",1,256,40.71979420102758,136.87932960893855,3.409385681152344e-05,2.052121877670288,0.790162436380749,0.41396591644108066,26,39839,1054.3274408189752,401.32016269610693,9.5367431640625e-07,2.052121877670288,0.4106909634068955,1.2296128209238528,1,39839,864.6410726643701,310.84824159021406,9.5367431640625e-07,2.0021090507507324,0.2701358474235462,0.4405921314098348,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34246))",1,256,42.75688088099184,138.12786885245902,4.00543212890625e-05,2.0021049976348877,0.7745140895280066,0.4184124369858999,26,11973,577.3738336657277,476.341354224958,9.5367431640625e-07,2.0021049976348877,0.396357171879904,1.2079986912056424,1,11973,496.6988473360295,361.80940044411545,9.5367431640625e-07,2.0021049976348877,0.262092004039472,0.4369652795018833,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34252))",1,256,12.6389363130692,109.2608047690015,6.103515625e-05,2.002929210662842,1.056559707513496,0.27341798757808716,26,57239,1583.0227161766502,145.95632183908046,9.5367431640625e-07,2.002929210662842,0.5428602721062175,1.4297737769225205,1,57239,1286.6062815265068,133.49544534412956,9.5367431640625e-07,2.0021579265594482,0.35843384754808644,0.48581319006926393,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34258))",1,256,12.504996704718465,109.2275960170697,6.318092346191406e-05,2.003131151199341,1.007314146414102,0.23276515155791788,26,7193,208.40370605221085,106.87333333333333,1.9073486328125e-06,2.003131151199341,0.5241958872312259,1.3765557630258956,1,7193,169.15859381655355,107.67949342425719,1.9073486328125e-06,2.0022170543670654,0.3446185237947728,0.48027066011358743,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34264))",1,256,12.49294297051925,109.32853025936599,7.414817810058594e-05,2.006300210952759,1.027357434469556,0.25411385265471603,26,18509,509.13096522221224,114.74439461883408,9.5367431640625e-07,2.006300210952759,0.5325021704543235,1.4197132861960884,1,18509,413.21103444547475,112.89468503937007,9.5367431640625e-07,2.002150058746338,0.35055241756166866,0.48196378260515044,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34270))",1,256,12.474987026107094,109.2080344332855,3.790855407714844e-05,2.2713229656219482,1.0184015892017846,0.24790873237463132,26,6052,179.9602380559943,105.73520710059172,1.9073486328125e-06,2.2713229656219482,0.5246886557600924,1.3959487244548399,1,6052,146.37221440024572,106.91654465592973,1.9073486328125e-06,2.2661640644073486,0.3461281592026353,0.4808256875648999,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34276))",1,256,12.539334032222392,109.2322206095791,7.987022399902344e-05,2.007740020751953,1.0277477949857712,0.20562550654216274,26,46958,1272.5496265244246,135.89044117647057,1.9073486328125e-06,2.007740020751953,0.5203150655523304,1.3722957408913083,1,46958,1036.84998085899,126.92630551488531,1.9073486328125e-06,2.002173900604248,0.345275747589767,0.4826228569948873,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34280))",1,256,41.649295933768244,135.71476888387824,4.410743713378906e-05,2.0021579265594482,0.7976975847313151,0.4086234716298469,26,28200,832.841268628757,448.40081442699244,9.5367431640625e-07,2.0021579265594482,0.41021031495162025,1.219537111124729,1,28200,692.8771927996312,341.9723714504988,9.5367431640625e-07,2.0021579265594482,0.27130904417349144,0.44301492978730506,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34284))",1,256,43.053465779962,138.30701754385964,5.793571472167969e-05,2.0021839141845703,0.7761388934666187,0.4210702024429512,26,63706,1587.8813676438995,466.72219053051913,1.9073486328125e-06,2.0021839141845703,0.4018508915759657,1.2153940271274235,1,63706,1297.4719946985051,354.3339587242026,1.9073486328125e-06,2.0021839141845703,0.26541386334387745,0.44007488687529195,Malicious,iodine_txt-64-tunnel,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.208', 34288))",1,256,42.63747187140181,138.29398907103825,3.0994415283203125e-05,2.0344038009643555,0.7767102911383631,0.42542984621330543,26,5354,524.3749061268359,475.21793416572075,9.5367431640625e-07,2.0344038009643555,0.40141585074927844,1.2173374851757497,1,5354,455.13105422975104,360.057153530071,9.5367431640625e-07,2.0021488666534424,0.26528894099419426,0.43967269610534515,Malicious,iodine_txt-64-tunnel,Cloudflare
