flow_id,src2dst_min_length,src2dst_max_length,src2dst_stddev_length,src2dst_mean_length,src2dst_min_time,src2dst_max_time,src2dst_mean_time,src2dst_stddev_time,dst2src_min_length,dst2src_max_length,dst2src_stddev_length,dst2src_mean_length,dst2src_min_time,dst2src_max_time,dst2src_mean_time,dst2src_stddev_time,bidirectional_min_length,bidirectional_max_length,bidirectional_stddev_length,bidirectional_mean_length,bidirectional_min_time,bidirectional_max_time,bidirectional_mean_time,bidirectional_stddev_time,label,browser,doh_server
"(('192.168.20.111', 44310), ('9.9.9.9', 443))",1,512,159.64330357080436,128.625,0.0,0.7095110416412354,0.05284926096598307,0.17629249904437166,19,61718,21559.094526819223,8909.57142857143,0.0,0.7095110416412354,0.060844916563767656,0.19257319619724686,1,61718,15365.81601607933,4226.4,0.0,0.7094810009002686,0.027874034026573444,0.12919058670477584,Benign,firefox,Quad9
"(('192.168.20.111', 44366), ('9.9.9.9', 443))",1,608,106.68422673804163,92.60714285714286,0.0,0.37608790397644043,0.023191200603138316,0.0703304115379592,19,61128,14753.32998215996,3989.25,0.0,0.37608790397644043,0.04110800066301899,0.08593730194220633,1,61128,9092.31639002187,1509.5681818181818,0.0,0.3425009250640869,0.014840126037597656,0.05057440088639442,Benign,firefox,Quad9
"(('192.168.20.111', 44410), ('9.9.9.9', 443))",1,608,188.676931221069,141.375,0.0,0.023641109466552734,0.0032994747161865234,0.007005501591452865,19,12760,4708.435338128084,2233.0,0.0,0.023641109466552734,0.004430185664783825,0.009232876956657058,1,12760,3254.6736983379865,1037.7857142857142,0.0,0.01678609848022461,0.0024265978071424696,0.005273857180007082,Benign,firefox,Quad9
"(('192.168.20.111', 44416), ('9.9.9.9', 443))",1,512,24.054717133644054,68.07556160653506,0.0,14386.633910179138,4.995479135152877,265.4190938034089,19,50906,1856.6615862180615,257.2828418230563,0.0,14386.633910179138,9.840187790088411,372.53252415646426,1,50906,1081.3767700185203,131.79954853273136,0.0,14386.633910179138,3.3126525152184456,216.15084886885072,Benign,firefox,Quad9
"(('192.168.20.111', 46040), ('9.9.9.9', 443))",1,512,159.64330357080436,128.625,0.0,1.0447192192077637,0.07306365966796875,0.2598482256687856,19,26844,9957.348034938264,4579.333333333333,0.0,1.0447192192077637,0.09954090551896529,0.3040849430790487,1,26844,6881.717336166748,2036.0714285714287,0.0,1.0447192192077637,0.04117003193608037,0.1968983863429954,Benign,firefox,Quad9
"(('192.168.20.111', 46108), ('9.9.9.9', 443))",1,608,114.64110664736857,95.5,0.0,0.35347700119018555,0.028037127028120324,0.07958708223810385,19,56185,13974.545353924359,3897.866666666667,0.0,0.35347700119018555,0.04542520128447434,0.08793433876830414,1,56185,8862.32674764283,1557.948717948718,0.0,0.32683300971984863,0.017325283645035383,0.05369808129770684,Benign,firefox,Quad9
"(('192.168.20.111', 46152), ('9.9.9.9', 443))",1,608,171.16843231805979,127.96666666666667,0.0,1410149.7886271477,48626.90287679639,257303.64005951374,19,38452,11495.767231463937,3965.6,0.0,1410149.7886271477,74220.0087235225,314881.6691671588,1,38452,7510.873982407108,1663.02,0.0,1410149.772992134,28779.187416879497,199383.66990322625,Benign,firefox,Quad9
"(('192.168.20.111', 46158), ('9.9.9.9', 443))",1,512,30.527309733088675,70.99479166666667,0.0,30.29695701599121,0.10656217987876206,1.164844356142241,30,368,56.6498578826942,187.17525773195877,0.0,30.29695701599121,0.21115171016032688,1.6216026112280022,1,512,68.6010725767364,109.98961937716263,0.0,30.003583908081055,0.07076466836970606,0.94029671979417,Benign,firefox,Quad9
"(('192.168.20.111', 46652), ('9.9.9.9', 443))",1,512,159.64330357080436,128.625,0.0,0.7042279243469238,0.06129686037699381,0.17876127211847356,19,250,82.72992203550056,126.4,0.0,0.7042279243469238,0.10219176610310872,0.2273523483208432,1,512,135.34125179659682,127.76923076923077,0.0,0.7040998935699463,0.0374492359161377,0.14067112445138655,Benign,firefox,Quad9
"(('192.168.20.111', 46714), ('9.9.9.9', 443))",1,608,106.68422673804163,92.60714285714286,0.0,0.31345510482788086,0.02139665430242365,0.061894205875031506,19,265,78.49261012190892,169.3125,0.0,0.31345510482788086,0.037963836423812375,0.0800449733998696,1,608,104.13791118250138,120.5,0.0,0.29696202278137207,0.01371906817644492,0.045840941448391334,Benign,firefox,Quad9
"(('192.168.20.111', 46754), ('9.9.9.9', 443))",1,608,182.21055916115975,136.34615384615384,0.0,397818.693035841,15913.95738404274,77955.97794779143,19,15772,4801.789467915355,1775.1052631578948,0.0,397818.693035841,22102.71765156587,91124.5079047776,1,15772,3226.387194508571,828.2666666666667,0.0,397818.6713478565,9042.021240933374,59287.88348853362,Benign,firefox,Quad9
"(('192.168.20.111', 46764), ('9.9.9.9', 443))",1,608,104.52674298953356,94.2,0.0,23789.825856924057,240.6420901809076,2378.8287219949884,19,262,68.58265266751921,175.22222222222223,0.0,23789.825856924057,449.5012470011441,3236.7256007864207,1,608,101.18661631178021,122.6103896103896,0.0,23789.825856924057,155.70968962650673,1916.9814648060383,Benign,firefox,Quad9
"(('192.168.20.111', 46812), ('9.9.9.9', 443))",1,608,124.67095068719071,102.07954545454545,0.0,1410448.2452077866,16485.16860795295,150336.18083337898,19,27292,6646.6441722614645,2276.423728813559,0.0,1410448.2452077866,24727.752617877104,183569.14333855562,1,27292,4344.710021082121,974.7755102040817,0.0,1410448.2296319008,9823.35389651991,116332.02796319018,Benign,firefox,Quad9
