flow_id,src2dst_min_length,src2dst_max_length,src2dst_stddev_length,src2dst_mean_length,src2dst_min_time,src2dst_max_time,src2dst_mean_time,src2dst_stddev_time,dst2src_min_length,dst2src_max_length,dst2src_stddev_length,dst2src_mean_length,dst2src_min_time,dst2src_max_time,dst2src_mean_time,dst2src_stddev_time,bidirectional_min_length,bidirectional_max_length,bidirectional_stddev_length,bidirectional_mean_length,bidirectional_min_time,bidirectional_max_time,bidirectional_mean_time,bidirectional_stddev_time,label,browser,doh_server
"(('1.1.1.1', 443), ('192.168.20.191', 53740))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,37600,570.449210367424,156.53088042049933,0.0,0.0,0.2282446916105974,1.5062376434685816,26,37600,570.449210367424,156.53088042049933,0.0,47.61101794242859,0.2282446916105974,1.5062376434685816,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 53751))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,19,10330,2130.0316724452323,584.7272727272727,0.0,0.0,36.05070133436294,102.01438535356957,19,10330,2130.0316724452323,584.7272727272727,0.0,399.9977560043335,36.05070133436294,102.01438535356957,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 56546))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,40021,15923.52470277859,8175.2,9.5367431640625e-07,0.0,0.0083310008049011,0.0085776632913057,26,40021,15923.52470277859,8175.2,9.5367431640625e-07,0.0213890075683593,0.0083310008049011,0.0085776632913057,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 56547))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,122,26376,12300.8292674383,8981.0,8.392333984375e-05,0.0,0.009793996810913,0.0097100734710693,122,26376,12300.8292674383,8981.0,8.392333984375e-05,0.0195040702819824,0.009793996810913,0.0097100734710693,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 56682))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,7701,192.13268407670688,152.0897140979297,0.0,0.0,0.1893575617861073,0.8743645194686106,26,7701,192.13268407670688,152.0897140979297,0.0,26.193096160888672,0.1893575617861073,0.8743645194686106,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 58759))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,51589,657.73312896642,155.5585673744985,0.0,0.0,0.5224452486801671,5.770001760272276,26,51589,657.73312896642,155.5585673744985,0.0,293.3658051490784,0.5224452486801671,5.770001760272276,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 50281))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,62773,23321.70080752164,10625.333333333334,0.0,0.0,0.0103539943695068,0.0194464241657329,26,62773,23321.70080752164,10625.333333333334,0.0,0.0492000579833984,0.0103539943695068,0.0194464241657329,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 50284))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,2991,943.344681174384,527.25,0.0,0.0,0.2796571595328195,0.6728253439331118,26,2991,943.344681174384,527.25,0.0,1.927574872970581,0.2796571595328195,0.6728253439331118,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 50299))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,19,37607,1515.829784177226,198.37459283387625,0.0,0.0,0.7828484861146762,16.146302583011252,19,37607,1515.829784177226,198.37459283387625,0.0,399.9983251094818,0.7828484861146762,16.146302583011252,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 50312))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,19,22957,5696.1747960071125,1649.6,9.5367431640625e-07,0.0,53.93769192695618,131.75863961396828,19,22957,5696.1747960071125,1649.6,9.5367431640625e-07,399.9974148273468,53.93769192695618,131.75863961396828,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 50739))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,15904,356.4373859767462,155.99209833187007,0.0,0.0,0.3090410728856666,6.007688974265828,26,15904,356.4373859767462,155.99209833187007,0.0,284.2019340991974,0.3090410728856666,6.007688974265828,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 50742))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,19,33924,8182.982394885132,2235.5,9.5367431640625e-07,0.0,50.34174346923828,123.6697551711135,19,33924,8182.982394885132,2235.5,9.5367431640625e-07,399.9987208843231,50.34174346923828,123.6697551711135,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 52464))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,473,198.3519599096515,272.0,9.5367431640625e-07,0.0,0.0105009873708089,0.0135621009345393,26,473,198.3519599096515,272.0,9.5367431640625e-07,0.0296509265899658,0.0105009873708089,0.0135621009345393,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 52485))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,12527,390.47701281737113,156.95313881520778,0.0,0.0,0.1890922955707111,0.8590784713202101,26,12527,390.47701281737113,156.95313881520778,0.0,15.998674869537354,0.1890922955707111,0.8590784713202101,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 52488))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,9307,2635.9980028585715,983.2727272727273,0.0,0.0,1.6793699979782104,3.451186152115652,26,9307,2635.9980028585715,983.2727272727273,0.0,10.23807692527771,1.6793699979782104,3.451186152115652,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 53216))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,473,151.54855995315535,165.93939393939394,0.0,0.0,0.0930616028454839,0.4890960740830243,26,473,151.54855995315535,165.93939393939394,0.0,4.834137916564941,0.0930616028454839,0.4890960740830243,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 53312))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,593,133.9684478975397,148.3320707070707,0.0,0.0,0.3400292224739354,1.491891042472436,26,593,133.9684478975397,148.3320707070707,0.0,26.181914806365967,0.3400292224739354,1.491891042472436,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 53455))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,473,202.8727680099032,222.8,9.5367431640625e-07,0.0,0.0086687803268432,0.0130320399402836,26,473,202.8727680099032,222.8,9.5367431640625e-07,0.0310990810394287,0.0086687803268432,0.0130320399402836,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 53572))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,461,159.92026074240366,177.28571428571428,0.0,0.0,7.216903646787007,16.12847194810508,26,461,159.92026074240366,177.28571428571428,0.0,43.28126096725464,7.216903646787007,16.12847194810508,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 53941))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,461,161.8743686458415,197.2142857142857,0.0,0.0,0.4135525226593017,0.7068657034226845,26,461,161.8743686458415,197.2142857142857,0.0,2.126546859741211,0.4135525226593017,0.7068657034226845,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 53975))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,461,114.48173177736086,131.97752808988764,0.0,0.0,0.2241124537858096,0.5615662254885504,26,461,114.48173177736086,131.97752808988764,0.0,2.486752986907959,0.2241124537858096,0.5615662254885504,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 54036))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,473,202.8727680099032,222.8,9.5367431640625e-07,0.0,0.0048187375068664,0.0070961210270692,26,473,202.8727680099032,222.8,9.5367431640625e-07,0.017021894454956,0.0048187375068664,0.0070961210270692,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 54040))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,461,133.7591028100184,148.33333333333334,0.0,0.0,0.0400389573153327,0.1216743546756812,26,461,133.7591028100184,148.33333333333334,0.0,0.7686519622802734,0.0400389573153327,0.1216743546756812,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 54089))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,600,146.032751579338,160.0965909090909,0.0,0.0,0.0570743261064801,0.2036934520716776,26,600,146.032751579338,160.0965909090909,0.0,1.5551550388336182,0.0570743261064801,0.2036934520716776,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 54197))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,482,141.29961158068852,155.16533864541833,0.0,0.0,0.2088107144285343,0.8157821699728446,26,482,141.29961158068852,155.16533864541833,0.0,10.395425081253052,0.2088107144285343,0.8157821699728446,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 54533))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,585,133.76067192946095,147.50314201927105,0.0,0.0,0.2525949668964199,1.2961507043196088,26,585,133.76067192946095,147.50314201927105,0.0,26.775490045547485,0.2525949668964199,1.2961507043196088,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 54774))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,19,473,193.075643418927,166.71428571428572,0.0,0.0,66.67164333661397,149.06856719596183,19,473,193.075643418927,166.71428571428572,0.0,399.9990921020508,66.67164333661397,149.06856719596183,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 57509))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,473,202.8727680099032,222.8,9.5367431640625e-07,0.0,0.0048347115516662,0.0069095981346289,26,473,202.8727680099032,222.8,9.5367431640625e-07,0.0166659355163574,0.0048347115516662,0.0069095981346289,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 58033))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,34459,4713.2145351594045,815.2307692307693,0.0,0.0,0.1487465512518789,0.3076591875697114,26,34459,4713.2145351594045,815.2307692307693,0.0,1.5026140213012695,0.1487465512518789,0.3076591875697114,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 58090))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,472,159.20447960572784,178.07142857142858,9.5367431640625e-07,0.0,0.6887456820561335,2.2212364675128136,26,472,159.20447960572784,178.07142857142858,9.5367431640625e-07,8.378918886184692,0.6887456820561335,2.2212364675128136,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 58125))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,461,144.48390094794675,158.69230769230768,0.0,0.0,0.292239765326182,0.5800192421804095,26,461,144.48390094794675,158.69230769230768,0.0,1.6998610496520996,0.292239765326182,0.5800192421804095,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 58155))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,602,133.7687307642008,147.39266558563054,0.0,0.0,0.3785892503704139,3.1216058197722427,26,602,133.7687307642008,147.39266558563054,0.0,201.4845368862152,0.3785892503704139,3.1216058197722427,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 58607))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,19,473,193.075643418927,166.71428571428572,9.5367431640625e-07,0.0,66.67213968435924,149.06780645583393,19,473,193.075643418927,166.71428571428572,9.5367431640625e-07,399.997887134552,66.67213968435924,149.06780645583393,Benign,chrome,Cloudflare
"(('1.1.1.1', 443), ('192.168.20.191', 59383))",0,0,0.0,0.0,0.0,0.0,0.0,0.0,19,461,172.59940774972424,168.66666666666666,0.0,0.0,80.00597696304321,159.99573337663932,19,461,172.59940774972424,168.66666666666666,0.0,399.9974429607392,80.00597696304321,159.99573337663932,Benign,chrome,Cloudflare
