flow_id,src2dst_min_length,src2dst_max_length,src2dst_stddev_length,src2dst_mean_length,src2dst_min_time,src2dst_max_time,src2dst_mean_time,src2dst_stddev_time,dst2src_min_length,dst2src_max_length,dst2src_stddev_length,dst2src_mean_length,dst2src_min_time,dst2src_max_time,dst2src_mean_time,dst2src_stddev_time,bidirectional_min_length,bidirectional_max_length,bidirectional_stddev_length,bidirectional_mean_length,bidirectional_min_time,bidirectional_max_time,bidirectional_mean_time,bidirectional_stddev_time,label,browser,doh_server
"(('192.168.20.191', 55408), ('9.9.9.9', 443))",1,512,52.63471449376063,100.89781746031746,1.5974044799804688e-05,5.9182069301605225,0.2218185370823122,0.7084442853843717,30,64084,3621.958885215574,416.8051044083527,0.0,5.9182069301605225,0.5898856440255809,1.8651441037938483,1,64084,1987.982137597491,195.51633078526757,0.0,30.002667903900143,0.1764028851611226,0.9774230545575404,Benign,chrome,Quad9
"(('192.168.20.191', 55418), ('9.9.9.9', 443))",1,512,137.41328174525196,131.3,4.506111145019531e-05,0.6416831016540527,0.0765383508470323,0.2000501991178547,30,64069,20595.485898856576,9814.7,0.0,0.6416831016540527,3.411340422100491,9.407591422138555,1,64069,15347.264244809236,4973.0,0.0,30.013779878616333,1.6167719991583571,6.69475151055523,Benign,chrome,Quad9
"(('192.168.20.191', 55908), ('9.9.9.9', 443))",1,554,185.37477054754663,156.16666666666666,4.887580871582031e-05,0.0177550315856933,0.0067975997924804,0.0081843762419691,30,167,51.07876271015186,89.4,7.987022399902344e-05,0.0177550315856933,7.570447742938995,12.950596224890171,1,554,145.03467809885908,125.8181818181818,4.887580871582031e-05,30.00081205368042,3.029824209213257,8.990663463703644,Benign,chrome,Quad9
"(('192.168.20.191', 55915), ('9.9.9.9', 443))",1,554,53.88170633558426,103.54802259887006,1.71661376953125e-05,5.306447982788086,0.238741564300825,0.6251198988783961,30,431,68.19273678515847,186.5921568627451,9.5367431640625e-07,5.306447982788086,0.6162759450476939,2.103522688249158,1,554,70.57984505118434,130.48982188295165,9.5367431640625e-07,30.00170302391052,0.1994276484106756,1.1704624728682358,Benign,chrome,Quad9
"(('192.168.20.191', 56021), ('9.9.9.9', 443))",1,554,185.37477054754663,156.16666666666666,8.106231689453125e-05,0.0182151794433593,0.0068806171417236,0.0082734071254617,30,53514,20441.7134001623,11748.375,9.5367431640625e-07,0.0182151794433593,4.29057628767831,10.502227241421872,1,53514,16483.421032005685,6780.285714285715,9.5367431640625e-07,30.01567006111145,2.311585316291222,7.997482377142203,Benign,chrome,Quad9
"(('192.168.20.191', 56276), ('9.9.9.9', 443))",1,43344,902.5977977735544,125.2490906215404,1.4781951904296877e-05,27.99976682662964,0.2011752863241049,0.858221309523157,34,60171,1104.111978992724,198.2906469996648,0.0,27.99976682662964,0.4366588611717915,1.3530313998597754,1,60171,972.3513974998244,148.66226090694175,0.0,30.030005931854248,0.1399391289618244,0.7564336925569017,Benign,chrome,Quad9
"(('192.168.20.191', 60570), ('9.9.9.9', 443))",1,512,51.687012213474674,103.90810810810812,1.6927719116210938e-05,12.772902011871338,0.2156257944189624,0.8367314072906336,30,48252,2890.665253036883,363.28918322295806,9.5367431640625e-07,12.772902011871338,0.5078521592427144,1.796440207770884,1,48252,1662.3930357568645,189.17634252539912,9.5367431640625e-07,30.00366806983948,0.1667144255267595,1.0420820051728088,Benign,chrome,Quad9
"(('192.168.20.191', 61205), ('9.9.9.9', 443))",1,554,50.153266753298205,103.63734853884532,1.5974044799804688e-05,26.44741678237915,0.2023007758567229,0.8342966432706143,30,30892,529.6040201305933,186.1779213153259,0.0,26.44741678237915,0.4255849847359454,1.2882511575681252,1,30892,308.0006772722078,130.61491219652623,0.0,30.00089693069458,0.1390724262898348,0.7287294311364262,Benign,chrome,Quad9
"(('192.168.20.191', 63135), ('9.9.9.9', 443))",1,554,185.37477054754663,156.16666666666666,5.197525024414063e-05,0.0347490310668945,0.010358190536499,0.0137586831001869,30,5419,1870.8555821802493,1137.875,9.5367431640625e-07,0.0347490310668945,4.306915283203125,10.50233702247044,1,5419,1500.2684929773095,717.1428571428571,9.5367431640625e-07,30.03218984603882,2.320420301877536,7.999727617190251,Benign,chrome,Quad9
"(('192.168.20.191', 50271), ('9.9.9.9', 443))",1,512,72.32828839240665,105.18461538461538,2.408027648925781e-05,4.730993986129761,0.2490355633199215,0.7531430933113091,30,25333,5320.540064207703,1495.030303030303,0.0,4.730993986129761,1.4464436545968056,5.267469427202384,1,25333,3157.092467788455,573.1938775510204,0.0,30.0240159034729,0.477347278103386,3.074751405207418,Benign,chrome,Quad9
"(('192.168.20.191', 50311), ('9.9.9.9', 443))",1,554,62.25985397065152,106.12925170068029,2.002716064453125e-05,22.712889909744263,0.2455283501376844,1.906335863287842,30,315,53.9383480905454,157.25,0.0001649856567382,22.712889909744263,0.878295186360677,4.288079029126225,1,554,64.2950443016559,123.55156950672644,1.9073486328125e-05,30.016376972198486,0.2967955539892385,2.5246202070042427,Benign,chrome,Quad9
"(('192.168.20.191', 50414), ('9.9.9.9', 443))",1,9650,175.29698022928574,105.79672536299044,1.6927719116210938e-05,20.1143319606781,0.1821610785385292,0.7781061017999846,30,484,60.844633076970695,176.3267845448592,0.0,20.1143319606781,0.4060580138297724,1.3903392169184754,1,9650,152.14960349026077,128.4036523929471,0.0,30.003993034362797,0.1300988501168939,0.7619915870668188,Benign,chrome,Quad9
"(('192.168.20.191', 52801), ('9.9.9.9', 443))",1,512,52.20683262081048,104.45508982035928,1.6927719116210938e-05,6.532569885253906,0.0899883492597039,0.4011479814723476,30,45488,2480.054372056189,310.55555555555554,0.0,6.532569885253906,0.271452563354768,1.7236703258034187,1,45488,1434.3555012521654,173.017982017982,0.0,30.00010395050049,0.0901389460563659,0.9951231322696684,Benign,chrome,Quad9
